system:index,GEOID,prc_agriculture,prc_developed,.geo
00000000000000005738,060070014001,0.39900891436506986,0.2194004023271684,
000000000000000059e1,060070001042,0.0,0.9427022117747625,
0000000000000000210d,060133592043,0.0,0.7313843116700264,
000000000000000039f5,060133592021,0.0,0.9316467210926502,
00000000000000004c4f,060133591032,0.0,0.9913548576659246,
00000000000000001c16,060014336001,0.0,1.0,
00000000000000001cf4,060014335004,0.0,1.0,
00000000000000001e8a,060014359001,0.0,1.0,
000000000000000026a2,060014358001,0.0,1.0,
00000000000000002d02,060014336003,0.0,1.0,
00000000000000003809,060014335002,0.0,1.0,
00000000000000004060,060014335003,0.0,1.0,
00000000000000004fb7,060014358004,0.0,1.0,
000000000000000050dc,060014336004,0.0,1.0,
00000000000000001bca,060374807032,0.0,1.0,
0000000000000000354e,060374808042,0.005536082172253193,0.9944639178277469,
00000000000000003c1b,060374807041,0.0,0.9787137345106478,
0000000000000000412a,060374806002,0.0,0.9955509805289973,
0000000000000000427e,060374805004,0.0,1.0,
00000000000000005250,060374807042,0.0,1.0,
0000000000000000185e,060190016001,0.9238396028430657,0.07528775652968372,
000000000000000040f2,060190070031,0.7238643480241146,0.2674989404166215,
00000000000000004272,060190017001,0.8302390188875916,0.16410950768636715,
0000000000000000445e,060190015002,0.7425352182540346,0.25049426964567684,
00000000000000004544,060190016002,0.0019455846672668743,0.9980544153327333,
00000000000000004c55,060190016003,0.7126689526855604,0.28589990576213,
00000000000000001540,060372211201,0.0,1.0,
0000000000000000186c,060372243102,0.0,1.0,
000000000000000042e7,060372216023,0.0,1.0,
00000000000000004c26,060372211202,0.0,1.0,
00000000000000004c51,060372211101,0.0,1.0,
000000000000000050c2,060372243202,0.005734821838201558,0.9942651781617985,
00000000000000003820,060730040004,0.0,1.0,
0000000000000000524a,060730040003,0.0,1.0,
00000000000000005979,060730048001,0.0,0.9044657575303462,
00000000000000001854,060770048002,0.7603229960055456,0.23967700399445518,
00000000000000001fed,060372282202,0.0,1.0,
000000000000000022ff,060372281002,0.0,1.0,
0000000000000000386e,060372288003,0.0,1.0,
000000000000000038e1,060372288004,0.0,1.0,
00000000000000003997,060133110001,0.0,0.9665077684979874,
000000000000000039d9,060133100001,0.0028317915801397008,0.9971682084198603,
00000000000000005657,060014513001,8.517133633826715E-4,0.9565626184674839,
000000000000000025a0,060871103002,0.0052190464495134,0.9947809535504866,
00000000000000003fba,060816066001,0.0,1.0,
00000000000000004afc,060816065002,0.0,1.0,
0000000000000000176f,060590638032,0.09169613100776502,0.3175360761956322,
000000000000000028f8,060590637014,0.0,1.0,
000000000000000032d6,060590638072,0.002837527081284521,0.8727438424738058,
00000000000000004686,060590637013,0.0,1.0,
000000000000000025ce,060375039024,0.0,1.0,
000000000000000037fd,060375040022,0.007385783097358055,0.9926142169026418,
00000000000000001762,060650414102,0.0025524503523382445,0.9952754644458681,
00000000000000001f19,060650420081,0.011574532767353197,0.16901141663886482,
00000000000000001fdc,060650414093,0.008399493834423842,0.3247474890728807,
000000000000000021d1,060650418092,0.0,0.9981516294526446,
00000000000000002234,060650414052,0.0,0.9950934033533972,
00000000000000002d15,060650416002,9.090682228963986E-4,0.995454658885518,
00000000000000002ed2,060650420072,0.0060468588640685845,0.06292348144172447,
0000000000000000343d,060650414121,0.0,0.9161961994859091,
00000000000000003ae6,060650420082,0.015229719476195726,0.3001378575680668,
00000000000000003f0c,060650414111,0.0,1.0,
0000000000000000414d,060650419091,0.0,0.45528742526450117,
00000000000000004644,060650414032,0.005969116648763651,0.8595085817430863,
00000000000000004e64,060650414112,0.0,1.0,
00000000000000005072,060650414122,0.0,1.0,
000000000000000050b7,060650414041,0.0,1.0,
000000000000000050f7,060650414092,0.0,0.5428614522923344,
00000000000000005747,060650317022,0.14401905592697936,0.6898237829651388,
00000000000000005823,060650414091,0.005266831979341077,0.8219670831605357,
00000000000000003da5,060670085131,0.0,0.7076835329969333,
000000000000000040c1,060670085101,0.0,0.8072400117234709,
000000000000000050ae,060670085072,0.0,0.9298385632820666,
00000000000000001714,060830016012,0.0011711006452101665,0.9988288993547898,
00000000000000004cf0,060590218304,0.0,1.0,
00000000000000002e1c,060990016013,0.0,1.0,
00000000000000005465,060990016041,0.0,1.0,
00000000000000001c1f,060374016031,0.005136220627867724,0.9948637793721323,
00000000000000001f68,060374002043,0.0,0.5110708370425282,
00000000000000002ee3,060374017031,0.0,1.0,
00000000000000002f92,060374016013,0.0,0.99005572261749,
0000000000000000395b,060374016021,0.0,0.9808213573364702,
00000000000000004899,060374016032,0.0,0.9761880940470236,
0000000000000000493c,060374002042,0.004466357816564057,0.9535849089651187,
0000000000000000422a,061070016013,1.0413520915556757E-5,0.9999895864790844,
00000000000000004504,061070016014,0.0,1.0,
000000000000000047b1,061070016022,0.47794233442200895,0.46618600606645716,
000000000000000058af,061070016011,0.4296025235820918,0.5618152167594249,
000000000000000049dc,061110016011,0.4590897090491537,0.5336230012437062,
00000000000000003c92,060590999052,0.0,1.0,
000000000000000040c3,060590999021,0.0,1.0,
00000000000000004dff,060590999051,0.0035174597043954444,0.9912063507390114,
00000000000000004e65,060591100043,0.0035470611555073334,0.9964529388444927,
00000000000000004fe8,060590999061,0.003545937460068272,0.9952903378908745,
000000000000000014e3,061110080044,0.0,1.0,
0000000000000000513a,061110080012,0.0,1.0,
00000000000000001898,060375424014,0.0,1.0,
00000000000000001b22,060375424023,0.0,0.9735946745562128,
00000000000000001b4a,060375424011,0.0,1.0,
00000000000000002423,060375424013,0.0,1.0,
00000000000000002521,060375416053,0.0,1.0,
00000000000000002fb7,060375416062,0.015831953642384104,0.9841680463576159,
000000000000000030b3,060375424012,0.0,1.0,
0000000000000000387d,060375416051,0.0,1.0,
00000000000000003af1,060375425021,0.0,1.0,
00000000000000003b13,060375416052,0.0,1.0,
00000000000000005452,060375416061,0.0,1.0,
000000000000000054e2,060375432021,0.0,1.0,
000000000000000056bc,060375422002,0.0,1.0,
00000000000000003c8f,060170304014,0.0,0.9849886090033025,
0000000000000000443c,060170303022,0.0,0.37295101961166943,
00000000000000004871,060170304024,0.0,0.9358908683856036,
00000000000000003d68,060730176041,0.0,0.8550927040693473,
00000000000000001f1f,060470016011,0.18602648570864577,0.8044898110983648,
00000000000000001f7c,060470016022,0.5316187257482393,0.40664842178165483,
0000000000000000259c,060470014011,0.0,1.0,
0000000000000000267f,060470013013,6.188494254407786E-4,0.9881496402179318,
000000000000000037e6,060470017003,0.0,1.0,
000000000000000039cf,060470016021,0.5571193536399243,0.38599160299559654,
000000000000000044f5,060470013023,0.0,1.0,
000000000000000055d1,060470015033,0.0,1.0,
000000000000000058f5,060470016012,0.0,1.0,
00000000000000003cc6,060375040024,0.0,1.0,
00000000000000001e41,060590117081,0.0,0.9937423135354119,
00000000000000003665,060590015053,0.005765839099172433,0.959639126305793,
0000000000000000392a,060590117073,0.0,1.0,
00000000000000004372,060590016025,0.0,1.0,
000000000000000046ae,060590015051,0.0,0.8898243361684792,
00000000000000001ac5,060650408211,0.001235004383054771,0.9543629556802936,
00000000000000001f10,060710080026,0.0,0.9335890448733537,
00000000000000001fd2,060710080022,0.0,0.9926058022704537,
000000000000000038dd,060710080025,0.0,1.0,
00000000000000003fd1,060710081001,0.0,0.997297755547549,
00000000000000004f41,060710080012,0.0,1.0,
0000000000000000597a,060710081002,0.0,0.9989519198362529,
00000000000000002491,060371314002,0.0,0.9888874362661786,
0000000000000000290e,060372623021,4.582004402317956E-4,0.7995238309150536,
00000000000000005880,060372654202,0.0,1.0,
0000000000000000404d,060250112022,0.0,0.909534727333379,
00000000000000003b53,060990039062,0.0,1.0,
00000000000000003c84,060990039042,0.0012799469951362019,0.9987200530048638,
000000000000000042b3,060990039052,0.0,1.0,
00000000000000004307,060990039073,0.0,1.0,
000000000000000045e3,060990039082,0.008958236298711376,0.9910417637012886,
0000000000000000470f,060990039061,0.0,1.0,
00000000000000004994,060990039063,0.0,1.0,
000000000000000050a5,060990039081,0.001504602312957282,0.9984953976870428,
000000000000000016a1,060855037132,0.0,0.9924888437237662,
00000000000000001f0d,060855035061,0.029341822644983123,0.9706581773550167,
00000000000000001fb4,060855040021,0.01901534484472873,0.9788718390614125,
000000000000000027f1,060855037122,0.0,1.0,
00000000000000003d2b,060855040022,0.02566318768166991,0.9728272130429381,
00000000000000003d41,060855037102,0.0,1.0,
00000000000000004027,060855037112,0.015871410454902635,0.976192884317646,
00000000000000004599,060855037032,0.006797552880962857,0.9864582083783173,
00000000000000005312,060855037033,0.0,1.0,
000000000000000016c8,061070016021,0.9091532186770801,0.08862030502725249,
000000000000000023e8,061070017033,0.5718384767671265,0.3827927350266505,
00000000000000004450,060590999062,0.06687996537760056,0.9331200346223997,
0000000000000000210e,060375424022,0.0,1.0,
00000000000000001826,060591104021,0.0,0.9986132938892484,
00000000000000002cdd,060591104013,0.00162924201911005,0.9894099268757844,
000000000000000050e0,060590868012,0.0,1.0,
00000000000000002990,060590218282,0.0,1.0,
00000000000000002af6,060590218252,0.00453768951526799,0.8002552291469648,
00000000000000004423,060590218262,0.0,0.6702255034864569,
00000000000000004b72,060590218272,0.0,0.9547693178601753,
00000000000000004eee,060590218271,0.0,0.169760050631518,
00000000000000005a69,060710001161,2.9494481929424894E-5,0.05062918669833562,
000000000000000028f2,060990016032,0.0,1.0,
00000000000000005423,060990016042,0.0,1.0,
000000000000000015ab,060374016022,0.0,0.9886086127821788,
00000000000000001d9d,060374016023,0.0,1.0,
00000000000000003603,060374003022,0.0,1.0,
000000000000000046f7,060374015003,0.0,0.9598019582314029,
00000000000000004d55,060374015002,0.0,0.9104894593648993,
00000000000000002c93,060376704051,0.0,0.9772380002561896,
00000000000000002dac,060376704111,0.0,0.9205217203319604,
000000000000000044f7,060376704112,0.0,0.8862157028385033,
00000000000000004bab,060376705001,0.0,0.6918624180014593,
00000000000000004eb0,060376702011,0.0,0.8870543276822165,
00000000000000005131,060376704031,0.0,0.9321836646065048,
00000000000000003eab,060590320153,0.0,0.9514470677837015,
00000000000000001788,060730175011,0.020937220648579946,0.9653631164579048,
00000000000000003e1d,060730176031,0.012805256937703827,0.9786944567411372,
000000000000000050c8,060730176032,0.006913160760357323,0.9654341961982134,
0000000000000000177f,060816102012,0.0,1.0,
00000000000000002ed3,060816105001,0.0,1.0,
000000000000000036d4,060816104002,0.003185011709601874,0.993711163153786,
00000000000000003c4b,060816105003,0.0,1.0,
00000000000000003e99,060816105002,0.0,1.0,
00000000000000004916,060816105004,0.0,1.0,
00000000000000003ae2,060379008041,0.0,0.9891176010356061,
000000000000000056aa,060379008031,0.0,0.9985629835842007,
00000000000000002011,060871209003,0.0,0.469293653904745,
000000000000000047a6,060371881003,0.01078178512536468,0.9892182148746353,
00000000000000003219,060014057002,0.0,1.0,
000000000000000020cd,060650408151,0.0,1.0,
00000000000000001994,060290025004,0.013562593076619153,0.9864374069233809,
00000000000000003a1d,060290025003,0.3953593630010338,0.6046406369989668,
0000000000000000591b,060290026001,7.793922574256202E-4,0.9992206077425744,
00000000000000003230,060377004001,0.0,1.0,
000000000000000035b4,060372149021,0.025789282431652523,0.9742107175683475,
00000000000000003659,060371945001,0.0,1.0,
000000000000000040dc,060371945002,0.0,1.0,
00000000000000004eb2,060372146003,0.0,1.0,
000000000000000055e1,060371944011,0.0,1.0,
000000000000000023a2,060750120002,0.0,1.0,
00000000000000003857,060750121001,0.0,1.0,
00000000000000004b2b,060750119012,0.0,0.9122102364011934,
00000000000000005363,060750120001,0.0,1.0,
00000000000000001f9b,060590218261,0.022825532371975623,0.49326870574755843,
00000000000000003fb9,060374634002,0.0,1.0,
000000000000000027b9,060855018002,0.0,1.0,
000000000000000036af,060855008001,0.07697212859581509,0.8970219541272412,
00000000000000003303,060990039091,0.005453131520048561,0.9945468684799516,
0000000000000000571f,060372713002,0.0,1.0,
0000000000000000193c,060371433002,0.0,1.0,
00000000000000001cd5,060371433003,0.0,1.0,
00000000000000001cf0,060371436021,0.0,1.0,
00000000000000001e1c,060371436022,0.0,1.0,
000000000000000022df,060371433004,0.0,1.0,
00000000000000003b97,060371432002,0.002960537772978998,0.9940789244540422,
00000000000000004133,060371436023,0.0,1.0,
000000000000000045ac,060371251004,0.0,1.0,
00000000000000005096,060371433005,0.0,1.0,
000000000000000052f6,060371252002,0.09829343651641594,0.8194825445410182,
00000000000000005499,060371252003,0.0,1.0,
000000000000000014e7,060376041002,0.0,1.0,
0000000000000000190c,060374080032,0.0,0.9895746029150227,
00000000000000002fb6,060374080041,0.0,0.9481891603596282,
0000000000000000300f,060374079001,0.0,1.0,
0000000000000000477b,060374078013,0.0,1.0,
0000000000000000531f,060374081332,0.0,1.0,
00000000000000005634,060374080061,0.019014201531362244,0.39288453426391057,
00000000000000003409,061110057001,0.23939461947246501,0.39729332299410935,
00000000000000004d25,061110080043,0.0,1.0,
0000000000000000180b,060690008021,0.006214125791998797,0.005161247306043473,
000000000000000028df,060530112022,0.5254104446239986,0.4742261724088302,
00000000000000003eca,060530112041,0.4834773021850797,0.024865686722440158,
000000000000000042f1,060530112021,0.002821764100521197,0.9971782358994788,
000000000000000043ec,060530112042,0.5778711183042516,0.4104967950180003,
00000000000000004a4b,060530113031,0.10898542279931042,0.014843487324889958,
0000000000000000508e,060530112032,0.198029292513809,0.8000976906804559,
0000000000000000531a,060530112023,0.20016122360228694,0.7980356176879265,
00000000000000001b86,060372360004,0.0,1.0,
0000000000000000203d,060372199022,6.738544474393528E-4,0.9990828092243186,
000000000000000024ca,060372201001,0.04130302221883457,0.9586969777811655,
000000000000000033b7,060372199021,0.0,1.0,
00000000000000004dc4,060377024004,0.0,1.0,
00000000000000005686,060372360003,0.0,1.0,
00000000000000005851,060372360001,0.0,1.0,
0000000000000000228d,060375546002,0.014308247660492405,0.9856917523395075,
000000000000000025dc,060375526013,0.0,1.0,
000000000000000026b9,060375529002,0.0,1.0,
00000000000000003432,060375529005,0.0,1.0,
000000000000000037c5,060375529004,0.0,1.0,
0000000000000000419d,060375529003,0.0,1.0,
00000000000000004bdc,060375547003,0.0,1.0,
00000000000000004de3,060375530004,0.009933871580362097,0.9776487889441853,
0000000000000000506b,060375546001,0.0,1.0,
00000000000000003eeb,060014415242,0.06308476743925148,0.858960263860531,
00000000000000001570,060374311004,0.005924262371253776,0.9940757376287462,
00000000000000003dd6,060374314001,0.0,1.0,
00000000000000004503,060374311005,0.0,1.0,
00000000000000005566,060374312004,0.0,1.0,
00000000000000005953,060374309023,0.0,1.0,
000000000000000016a0,060375016003,0.0,1.0,
00000000000000004fe5,060375017003,0.007113499841922225,0.9881441669301296,
000000000000000056e2,060375017004,0.0,1.0,
00000000000000001dc0,061130112052,0.0,1.0,
000000000000000047d2,060670060024,0.00598689925574625,0.9940131007442538,
000000000000000058f3,060670057011,0.0,1.0,
00000000000000001d53,060650414072,0.0,1.0,
00000000000000001d94,060650413021,0.0049395629939563,0.9950604370060437,
00000000000000001e0d,060650409022,4.128746617941601E-4,0.49979795495273893,
00000000000000002b50,060650413022,0.0,0.9306281184886575,
000000000000000035c4,060650409041,0.013341820940554775,0.9866581790594452,
000000000000000059fd,060650409032,0.0,1.0,
00000000000000002c01,060710049004,0.0,0.9886225615348387,
000000000000000039fa,060710056002,0.0,1.0,
00000000000000005615,060710057011,0.0,1.0,
00000000000000005618,060710048001,0.0,0.998199088950881,
000000000000000059b9,060710058003,0.0,0.9482217927217214,
00000000000000002e91,060710097141,0.0,0.21013847002442734,
00000000000000005530,060710097131,0.0,0.2377658820132282,
00000000000000005676,060710098002,0.0,0.8168189242651828,
0000000000000000232e,060590888013,0.0,1.0,
00000000000000002787,060590887021,0.0,1.0,
00000000000000002999,060590889014,0.0,0.9759295191147936,
00000000000000003daa,060590889053,0.005419708610960562,0.9458029138903944,
00000000000000004323,060590889013,0.0,0.9922351004972336,
00000000000000004d87,060590887022,0.0,1.0,
00000000000000003b62,060855078051,0.0018439444502695418,0.9907802777486523,
00000000000000004aa5,060855082033,0.05055584837597497,0.9457449432062708,
0000000000000000553f,060855083045,0.0,1.0,
000000000000000019b3,060374057022,0.0,1.0,
00000000000000001d75,060374057021,0.0,0.9987088934457355,
00000000000000003d8d,060374054002,0.0,0.9859300364163763,
0000000000000000484c,060374057013,0.005359056806002146,0.9892818863879957,
0000000000000000495b,060374056001,0.008342602892102336,0.9610678531701891,
00000000000000005460,060374080053,0.0,0.5695912348614948,
00000000000000002b8f,060375400002,0.0,1.0,
0000000000000000254f,060014377022,0.0,1.0,
00000000000000001650,060190057011,0.0,1.0,
0000000000000000176e,060190057014,0.0,1.0,
00000000000000004358,060190057041,0.0,1.0,
00000000000000004a97,060190057021,0.09147664481487688,0.9085233551851227,
00000000000000004f22,060190057012,0.0,1.0,
0000000000000000194a,060372969021,0.0,1.0,
00000000000000003f40,060372969023,0.0,1.0,
00000000000000004b2d,060372969012,0.0,1.0,
00000000000000004be2,060372972021,0.0,1.0,
00000000000000005778,060372972011,0.0,1.0,
00000000000000001a0f,060730159024,0.0,1.0,
00000000000000005572,060730153021,0.005517039116889107,0.9110783107042579,
00000000000000001dc5,060014505012,0.0,0.9900793650793651,
000000000000000016c7,060816041013,0.0,1.0,
00000000000000003d34,060816040001,0.0,1.0,
00000000000000003f64,060816039001,0.0,1.0,
00000000000000004663,060816041011,0.0021990367263035864,0.9951597289448209,
00000000000000001d7d,060371919011,0.0,1.0,
00000000000000002dc4,060377001011,0.0,1.0,
000000000000000032b3,060371901001,0.0,1.0,
00000000000000002141,060379006071,0.014696260335691744,0.9346753770684096,
00000000000000003213,060379008053,0.0,1.0,
000000000000000055cf,060379006062,0.0,0.9587782316758227,
00000000000000001782,061130112061,0.8789277285252732,0.09662259036126367,
00000000000000001d6d,061130109021,0.0,1.0,
00000000000000001dd2,061130111031,0.0,1.0,
00000000000000002d9c,061130112042,0.0,1.0,
00000000000000002e89,061130114001,0.6289812554933516,0.033840655392205564,
000000000000000035d7,061130109011,0.0,1.0,
0000000000000000372c,061130108001,0.0,1.0,
00000000000000003b8c,061130112063,0.9178572059550747,0.058837716340632694,
0000000000000000411d,061010509002,0.9074231700785145,0.059461312883290846,
0000000000000000444a,061130112031,0.0014359659375521787,0.9985640340624479,
000000000000000044bf,061130112053,0.0,1.0,
0000000000000000467d,061130112062,0.9008364520138514,0.07567924938454464,
000000000000000047ed,061130112043,0.36441152742918614,0.6355884725708139,
000000000000000048d6,061130111032,0.005489301244241618,0.9945106987557584,
000000000000000049c9,061130110011,0.0,1.0,
00000000000000004c15,061130109013,0.0,1.0,
00000000000000004d6b,061130101021,0.8472408644654179,0.08706872314532997,
00000000000000004dbd,061130104012,0.8942012092561944,0.028674574151465557,
00000000000000003bfc,060670057025,0.003917321473834595,0.9960826785261654,
00000000000000003fcb,060670056063,0.0,1.0,
00000000000000004f3c,060670056064,0.0,1.0,
00000000000000001776,060590891071,0.0,0.9965506892454683,
000000000000000017ea,060590760003,0.0,0.9867673386782907,
000000000000000021d5,060590761011,6.812899088941726E-4,0.865183413930375,
00000000000000003354,060590761024,0.013502958736546685,0.8581748059501272,
00000000000000003c49,060590761023,0.0,0.9972741266515586,
000000000000000047ad,060590761034,0.0,1.0,
00000000000000004ed7,060590875042,0.0,1.0,
00000000000000005118,060590761032,0.0,1.0,
00000000000000003bda,060371241022,0.0,1.0,
00000000000000003c22,060371241052,0.0,1.0,
0000000000000000404e,060371241021,0.0,1.0,
00000000000000004400,060371242042,0.0,1.0,
0000000000000000500b,060371241051,0.0,1.0,
00000000000000005019,060371242032,0.0,1.0,
0000000000000000262d,060650504002,0.0,0.973117098755128,
00000000000000002e9d,060650432062,0.0,1.0,
00000000000000003739,060650432282,0.0,0.9623236970647946,
00000000000000004169,060650432063,0.0,0.9113379674127337,
00000000000000004b70,060650432061,0.020446345048777233,0.9556942402779636,
00000000000000004cf7,060650432291,0.0,0.9905643693107931,
00000000000000004ef2,060650504004,0.0,0.9681853153396686,
0000000000000000552b,060650432281,0.029785991406282596,0.9191523090400903,
000000000000000040f6,060790121023,0.0,0.9864609258337481,
00000000000000004c58,060790120003,0.0,1.0,
00000000000000004eca,060790120002,0.0,1.0,
00000000000000003f1b,060375337021,0.0,1.0,
00000000000000004125,060375337012,0.0,1.0,
000000000000000019bb,060372073021,0.0,1.0,
00000000000000001a89,060372073012,0.00223374621139123,0.9977662537886087,
000000000000000024a3,060372062001,0.008798261049580789,0.9912017389504192,
00000000000000002f87,060372073011,0.0,1.0,
00000000000000001577,060855081011,0.011459971809695014,0.9864563969521786,
0000000000000000189d,060855080043,0.027281019842789273,0.9727189801572107,
000000000000000026f7,060855061013,0.0,0.9980627958034839,
00000000000000002b12,060855082024,0.04168123033904227,0.9583187696609579,
00000000000000002b44,060855080031,0.001866381707995433,0.9962672365840092,
00000000000000003f69,060855061034,0.03401493989516964,0.9659850601048303,
0000000000000000423d,060855082025,9.465855307640302E-4,0.999053414469236,
00000000000000004bcb,060855080041,0.0,1.0,
0000000000000000293e,060376706023,7.673065234093692E-4,0.5950963596571297,
00000000000000001ede,060375401022,5.79448879732166E-4,0.9994205511202678,
00000000000000002151,060375402031,0.10090136222658,0.8709056100924638,
00000000000000002168,060375401023,0.0019370906742920398,0.998062909325708,
0000000000000000238c,060375418011,0.0,1.0,
00000000000000002f98,060375401021,0.0,1.0,
00000000000000003080,060375402033,0.0,1.0,
0000000000000000323d,060375401012,0.0,1.0,
0000000000000000358d,060375401014,0.0,1.0,
0000000000000000378a,060375400001,0.0,1.0,
00000000000000003a82,060375417006,0.0,1.0,
00000000000000005385,060375401013,0.014486990114759688,0.9855130098852403,
000000000000000057b3,060375401024,0.0,1.0,
000000000000000021b4,060750313012,0.0,1.0,
00000000000000002296,060750313022,0.0,1.0,
000000000000000039c0,060750332031,0.0,0.9763284575702521,
0000000000000000311f,060730025023,0.0,0.884417890137461,
0000000000000000338f,060730025011,0.0,0.9765239755143686,
00000000000000003425,060730042001,0.0,0.9729616626788526,
00000000000000003a89,060730025013,0.0,1.0,
000000000000000052a1,060730026021,0.0,0.9965642683912692,
00000000000000004f15,060374822023,0.0,1.0,
00000000000000003fd8,060190057022,0.08825717267101275,0.9012046574578214,
000000000000000052fc,060372966002,0.0,1.0,
00000000000000003f3b,060730152004,0.0,0.938179944739879,
00000000000000004bcc,060730136052,0.0,0.9537434115214277,
00000000000000004f45,060730152001,0.0,0.9161611043991497,
00000000000000004019,060816040003,0.0,0.9974074036418353,
00000000000000003ce9,060590633013,0.0,0.9966626968027327,
00000000000000002938,060590884032,0.004229603910033837,0.9844914523298759,
000000000000000014db,060670081383,0.0030272272379222556,0.9969727727620777,
00000000000000001807,060670081372,0.0,1.0,
00000000000000002d00,060371241032,0.0,1.0,
00000000000000003580,060371232051,0.0,1.0,
000000000000000036ff,060710121032,0.0,0.183239376428399,
00000000000000003df1,060710097083,0.0,0.06139786986280695,
000000000000000056fc,060710113002,6.12941723664238E-5,0.07897505727800194,
00000000000000003cd4,060590992031,0.0,1.0,
00000000000000003d47,060590889022,0.0,1.0,
00000000000000003e0b,060590889023,0.0,0.9979685895895677,
